job_id,job_title,role,location,company,skills,url
197,ML Engineer - Junior,ML Engineer,Hyderabad,Flipkart,"Deep Learning, Docker, PyTorch, scikit-learn",https://example.com/job/197
198,BI Developer - Lead,BI Developer,Chennai,TCS,"Docker, GCP, Machine Learning, Power BI, Spark",https://example.com/job/198
199,Business Analyst,Business Analyst,Mumbai,Freshworks,"AWS, Data Visualization, ETL, Git, NumPy, Pandas, TensorFlow",https://example.com/job/199
200,Data Analyst - Junior,Data Analyst,Kolkata,Deloitte,"Airflow, Deep Learning, Git, Hadoop, Linux, Machine Learning, Spark",https://example.com/job/200
201,ML Engineer - Lead,ML Engineer,Noida,TCS,"API, AWS, Azure, Deep Learning, Hadoop, PyTorch, SQL, Statistics",https://example.com/job/201
202,BI Developer - Senior,BI Developer,Mumbai,Flipkart,"Data Visualization, GCP, Git, Hadoop, PyTorch, Spark",https://example.com/job/202
203,Data Analyst - Lead,Data Analyst,Mumbai,Amazon,"NLP, Power BI, PyTorch, SQL, TensorFlow, scikit-learn",https://example.com/job/203
204,BI Developer - Senior,BI Developer,Chennai,PhonePe,"Data Visualization, Git, Hadoop, Power BI, PyTorch, scikit-learn",https://example.com/job/204
205,Data Analyst - Junior,Data Analyst,Chennai,TCS,"Deep Learning, Docker, Python, TensorFlow",https://example.com/job/205
206,BI Developer - Junior,BI Developer,Kolkata,Accenture,"Data Visualization, Hadoop, Kubernetes, Machine Learning, Power BI, Statistics, Tableau",https://example.com/job/206
207,Data Scientist - Junior,Data Scientist,Mumbai,TCS,"Data Visualization, ETL, Excel, Hadoop, Power BI, R",https://example.com/job/207
208,Data Analyst - Senior,Data Analyst,Pune,Accenture,"Linux, NumPy, Power BI, PyTorch, SQL, Statistics",https://example.com/job/208
209,ML Engineer - Junior,ML Engineer,Chennai,TCS,"A/B Testing, AWS, Pandas, R",https://example.com/job/209
210,Data Scientist - Senior,Data Scientist,Delhi,TCS,"Azure, GCP, Kubernetes, NumPy, Power BI, Python, Statistics, Tableau",https://example.com/job/210
211,ML Engineer - Senior,ML Engineer,Bengaluru,Flipkart,"AWS, Azure, Communication, Deep Learning, Python, Statistics",https://example.com/job/211
212,Data Scientist - Senior,Data Scientist,Bengaluru,Wipro,"Airflow, Git, Power BI, PyTorch, scikit-learn",https://example.com/job/212
213,Data Analyst,Data Analyst,Pune,Amazon,"Azure, ETL, Excel, NumPy, Power BI, PyTorch, R, scikit-learn",https://example.com/job/213
214,Data Scientist - Junior,Data Scientist,Chennai,Deloitte,"Communication, NLP, PyTorch, SQL, Tableau, scikit-learn",https://example.com/job/214
215,Data Scientist,Data Scientist,Noida,Accenture,"API, AWS, Communication, Pandas, PyTorch, Tableau",https://example.com/job/215
216,BI Developer - Senior,BI Developer,Delhi,Swiggy,"API, Deep Learning, GCP, Git, Statistics",https://example.com/job/216
217,Business Analyst,Business Analyst,Delhi,Freshworks,"A/B Testing, Deep Learning, Docker, Excel, Hadoop, SQL",https://example.com/job/217
218,ML Engineer - Senior,ML Engineer,Kolkata,Deloitte,"Communication, Deep Learning, Kubernetes, Machine Learning, Pandas, Power BI, Python, SQL",https://example.com/job/218
219,Business Analyst - Senior,Business Analyst,Hyderabad,Infosys,"AWS, Communication, Docker, ETL, GCP, PyTorch, SQL, scikit-learn",https://example.com/job/219
220,Data Scientist - Senior,Data Scientist,Hyderabad,TCS,"Azure, Communication, Deep Learning, GCP, Git, Kubernetes, Machine Learning, PyTorch, Python",https://example.com/job/220
221,Data Analyst - Lead,Data Analyst,Mumbai,Infosys,"A/B Testing, Azure, Data Visualization, Deep Learning, Pandas, scikit-learn",https://example.com/job/221
222,Data Scientist - Junior,Data Scientist,Chennai,PhonePe,"Communication, Docker, NLP, Power BI, Statistics, TensorFlow",https://example.com/job/222
223,Business Analyst - Lead,Business Analyst,Chennai,TCS,"A/B Testing, Deep Learning, Excel, Git, Kubernetes, Linux, NLP, Statistics",https://example.com/job/223
224,Data Analyst - Senior,Data Analyst,Pune,Amazon,"A/B Testing, AWS, Deep Learning, ETL, SQL, scikit-learn",https://example.com/job/224
225,ML Engineer - Lead,ML Engineer,Noida,PhonePe,"A/B Testing, Azure, Data Visualization, Deep Learning, ETL, GCP, Hadoop, Linux, R",https://example.com/job/225
226,Data Scientist - Senior,Data Scientist,Noida,TCS,"API, Airflow, ETL, Power BI, Tableau",https://example.com/job/226
227,Data Scientist - Senior,Data Scientist,Hyderabad,TCS,"Deep Learning, NLP, Power BI, PyTorch, SQL, Tableau",https://example.com/job/227
228,ML Engineer - Senior,ML Engineer,Noida,Accenture,"Communication, Deep Learning, Excel, NLP, Python, Tableau",https://example.com/job/228
229,BI Developer - Lead,BI Developer,Delhi,Infosys,"A/B Testing, Airflow, GCP, NLP, Power BI, Statistics",https://example.com/job/229
230,Data Scientist - Lead,Data Scientist,Bengaluru,TCS,"Pandas, Power BI, PyTorch, R, scikit-learn",https://example.com/job/230
231,Business Analyst - Junior,Business Analyst,Noida,Wipro,"A/B Testing, Git, Power BI, PyTorch, Python, SQL, Spark, TensorFlow",https://example.com/job/231
232,Business Analyst - Junior,Business Analyst,Hyderabad,Swiggy,"API, Data Visualization, Machine Learning, PyTorch, SQL, Spark, TensorFlow, scikit-learn",https://example.com/job/232
233,Business Analyst - Junior,Business Analyst,Delhi,Wipro,"A/B Testing, API, AWS, Python, Tableau",https://example.com/job/233
234,BI Developer - Junior,BI Developer,Mumbai,Deloitte,"A/B Testing, ETL, Power BI, TensorFlow",https://example.com/job/234
235,Business Analyst - Lead,Business Analyst,Mumbai,Deloitte,"API, Communication, Data Visualization, ETL, Linux, NumPy, R, Spark, Statistics",https://example.com/job/235
236,ML Engineer - Lead,ML Engineer,Mumbai,Freshworks,"Deep Learning, GCP, Git, SQL, Statistics, Tableau",https://example.com/job/236
237,Data Analyst,Data Analyst,Kolkata,Swiggy,"Communication, Docker, Power BI, Python",https://example.com/job/237
238,BI Developer - Senior,BI Developer,Chennai,Deloitte,"API, Communication, Kubernetes, Python, R, SQL",https://example.com/job/238
239,Data Scientist,Data Scientist,Mumbai,Deloitte,"Airflow, Azure, Deep Learning, ETL, Hadoop, Python, Spark, Statistics",https://example.com/job/239
240,Data Scientist - Junior,Data Scientist,Chennai,TCS,"AWS, Airflow, Azure, Communication, Docker, NLP, Tableau, TensorFlow",https://example.com/job/240
241,BI Developer - Senior,BI Developer,Kolkata,Accenture,"AWS, Airflow, Azure, Deep Learning, GCP, Hadoop, NLP, SQL, Statistics",https://example.com/job/241
242,ML Engineer - Junior,ML Engineer,Hyderabad,Accenture,"Airflow, Docker, Excel, Hadoop, Kubernetes, NumPy, Power BI, SQL",https://example.com/job/242
243,ML Engineer,ML Engineer,Delhi,Accenture,"A/B Testing, Airflow, Deep Learning, Docker, ETL, Linux, Statistics",https://example.com/job/243
244,Data Scientist - Junior,Data Scientist,Bengaluru,Swiggy,"API, AWS, Airflow, ETL, Machine Learning, Power BI",https://example.com/job/244
245,Data Scientist - Junior,Data Scientist,Pune,Flipkart,"AWS, Communication, NumPy, Pandas, Python, Statistics, scikit-learn",https://example.com/job/245
246,ML Engineer - Senior,ML Engineer,Bengaluru,Freshworks,"AWS, Communication, Docker, Excel, PyTorch",https://example.com/job/246
247,Data Analyst - Junior,Data Analyst,Hyderabad,Accenture,"A/B Testing, API, AWS, Communication, Data Visualization, R, SQL",https://example.com/job/247
248,BI Developer - Junior,BI Developer,Pune,TCS,"Deep Learning, Docker, GCP, Linux, NumPy, Power BI",https://example.com/job/248
249,BI Developer - Junior,BI Developer,Noida,TCS,"Deep Learning, Kubernetes, Linux, NumPy, SQL, Spark, Tableau",https://example.com/job/249
250,Data Scientist - Lead,Data Scientist,Hyderabad,Swiggy,"Hadoop, Kubernetes, PyTorch, Python, Tableau",https://example.com/job/250
251,Data Analyst - Senior,Data Analyst,Bengaluru,Freshworks,"AWS, Deep Learning, Docker, ETL, Spark, Tableau",https://example.com/job/251
252,BI Developer - Lead,BI Developer,Bengaluru,Amazon,"Communication, Data Visualization, ETL, Excel, Hadoop, Pandas, Spark, TensorFlow",https://example.com/job/252
253,Business Analyst - Junior,Business Analyst,Pune,Amazon,"GCP, Git, PyTorch, Python, R, Statistics, Tableau",https://example.com/job/253
254,Data Scientist,Data Scientist,Hyderabad,Deloitte,"Deep Learning, Git, Linux, PyTorch, R, Statistics, Tableau",https://example.com/job/254
255,Data Analyst,Data Analyst,Delhi,Freshworks,"Kubernetes, Machine Learning, NLP, PyTorch, scikit-learn",https://example.com/job/255
256,Data Scientist - Lead,Data Scientist,Bengaluru,Amazon,"A/B Testing, Airflow, Azure, Hadoop, NLP, PyTorch, R",https://example.com/job/256
257,Business Analyst - Lead,Business Analyst,Noida,Accenture,"AWS, Azure, Deep Learning, ETL, Git, Kubernetes, Pandas, Tableau",https://example.com/job/257
258,Business Analyst - Junior,Business Analyst,Mumbai,Wipro,"API, Airflow, Communication, TensorFlow",https://example.com/job/258
259,Business Analyst - Senior,Business Analyst,Bengaluru,Freshworks,"Communication, Deep Learning, Git, Linux, PyTorch, Spark, Statistics, TensorFlow",https://example.com/job/259
260,ML Engineer - Senior,ML Engineer,Pune,Deloitte,"A/B Testing, Airflow, Data Visualization, Kubernetes, NumPy",https://example.com/job/260
261,Data Analyst - Junior,Data Analyst,Delhi,Flipkart,"GCP, Hadoop, Kubernetes, NumPy, SQL, scikit-learn",https://example.com/job/261
262,Data Analyst - Junior,Data Analyst,Mumbai,Infosys,"Communication, ETL, NLP, Python, SQL, Statistics, TensorFlow, scikit-learn",https://example.com/job/262
263,Data Analyst - Lead,Data Analyst,Delhi,Amazon,"Data Visualization, Docker, ETL, Kubernetes, Power BI, Python, Spark",https://example.com/job/263
264,Data Analyst - Lead,Data Analyst,Bengaluru,Swiggy,"API, AWS, Git, Kubernetes, Python, TensorFlow",https://example.com/job/264
265,Business Analyst,Business Analyst,Kolkata,Freshworks,"Communication, Docker, Hadoop, Pandas, Python, Tableau",https://example.com/job/265
266,Data Analyst - Lead,Data Analyst,Pune,Flipkart,"Data Visualization, Deep Learning, Docker, Git, Pandas, PyTorch, Statistics, Tableau",https://example.com/job/266
267,ML Engineer - Lead,ML Engineer,Kolkata,PhonePe,"API, Excel, GCP, Git, Hadoop, NLP, Python, Spark, scikit-learn",https://example.com/job/267
268,Business Analyst - Senior,Business Analyst,Mumbai,Flipkart,"A/B Testing, Python, R, SQL, Tableau",https://example.com/job/268
269,BI Developer - Senior,BI Developer,Delhi,Deloitte,"A/B Testing, API, Linux, Power BI, PyTorch, Python, Tableau",https://example.com/job/269
270,Data Scientist,Data Scientist,Noida,Accenture,"A/B Testing, ETL, Excel, GCP, Linux, NLP, PyTorch, R, TensorFlow",https://example.com/job/270
271,ML Engineer - Junior,ML Engineer,Pune,Accenture,"API, Airflow, Azure, Data Visualization, Linux",https://example.com/job/271
272,Data Scientist - Lead,Data Scientist,Kolkata,TCS,"A/B Testing, GCP, Git, NLP, NumPy, Pandas, scikit-learn",https://example.com/job/272
273,BI Developer,BI Developer,Mumbai,Deloitte,"API, Kubernetes, Python, SQL, Tableau, TensorFlow",https://example.com/job/273
274,Data Scientist - Lead,Data Scientist,Mumbai,Freshworks,"GCP, Kubernetes, Pandas, PyTorch, Statistics",https://example.com/job/274
275,ML Engineer,ML Engineer,Mumbai,Wipro,"Excel, Git, Linux, Python, Tableau, scikit-learn",https://example.com/job/275
276,Business Analyst - Senior,Business Analyst,Bengaluru,Swiggy,"Communication, Deep Learning, Git, Kubernetes, Linux, PyTorch, Python, SQL",https://example.com/job/276
277,Data Scientist - Junior,Data Scientist,Delhi,TCS,"Communication, Deep Learning, Excel, Kubernetes, R, Statistics, Tableau",https://example.com/job/277
278,ML Engineer,ML Engineer,Mumbai,TCS,"A/B Testing, Deep Learning, Hadoop, Power BI, Tableau",https://example.com/job/278
279,Data Analyst,Data Analyst,Pune,Infosys,"Communication, Git, Kubernetes, NumPy, Pandas, Power BI, PyTorch, scikit-learn",https://example.com/job/279
280,Data Analyst - Senior,Data Analyst,Kolkata,PhonePe,"API, GCP, Machine Learning, R, TensorFlow, scikit-learn",https://example.com/job/280
281,Business Analyst - Lead,Business Analyst,Chennai,Flipkart,"A/B Testing, AWS, Airflow, Azure, ETL, Kubernetes, Tableau",https://example.com/job/281
282,Data Analyst - Lead,Data Analyst,Delhi,Freshworks,"Communication, Data Visualization, ETL, Git, NLP, R, SQL",https://example.com/job/282
283,ML Engineer,ML Engineer,Pune,PhonePe,"Deep Learning, GCP, NLP, Spark, Statistics",https://example.com/job/283
284,Business Analyst - Senior,Business Analyst,Chennai,Flipkart,"ETL, Git, NLP, NumPy, PyTorch, R",https://example.com/job/284
285,Data Analyst - Lead,Data Analyst,Delhi,Deloitte,"Communication, Hadoop, Linux, Spark",https://example.com/job/285
286,Data Scientist - Junior,Data Scientist,Mumbai,PhonePe,"API, Deep Learning, NLP, Pandas, Power BI, PyTorch, Tableau",https://example.com/job/286
287,Data Analyst,Data Analyst,Pune,Amazon,"ETL, Excel, NumPy, PyTorch, Tableau",https://example.com/job/287
288,BI Developer,BI Developer,Hyderabad,Infosys,"Communication, Excel, GCP, NLP, Power BI, scikit-learn",https://example.com/job/288
289,BI Developer - Junior,BI Developer,Mumbai,Wipro,"AWS, Hadoop, NumPy, Pandas, PyTorch, Python",https://example.com/job/289
290,BI Developer - Junior,BI Developer,Hyderabad,Freshworks,"Communication, Docker, NLP, NumPy, Power BI, SQL, TensorFlow, scikit-learn",https://example.com/job/290
291,Data Analyst - Senior,Data Analyst,Delhi,Flipkart,"API, AWS, Communication, Linux, Machine Learning, scikit-learn",https://example.com/job/291
292,Data Analyst,Data Analyst,Hyderabad,Flipkart,"AWS, ETL, Linux, NLP, Power BI, PyTorch, Statistics",https://example.com/job/292
293,BI Developer - Junior,BI Developer,Pune,Accenture,"A/B Testing, AWS, Hadoop, SQL, TensorFlow",https://example.com/job/293
294,ML Engineer - Junior,ML Engineer,Kolkata,Freshworks,"API, Airflow, Communication, GCP, Git",https://example.com/job/294
295,Data Scientist,Data Scientist,Bengaluru,Flipkart,"A/B Testing, Deep Learning, ETL, Hadoop, Spark",https://example.com/job/295
296,ML Engineer - Lead,ML Engineer,Kolkata,PhonePe,"AWS, Docker, GCP, Python, SQL, Spark, Statistics, TensorFlow",https://example.com/job/296
297,Data Scientist - Junior,Data Scientist,Noida,Accenture,"Azure, Communication, Deep Learning, R, Spark, Statistics",https://example.com/job/297
298,ML Engineer - Senior,ML Engineer,Kolkata,Amazon,"Git, Hadoop, NumPy, PyTorch, Python, TensorFlow, scikit-learn",https://example.com/job/298
299,Business Analyst,Business Analyst,Hyderabad,PhonePe,"AWS, Airflow, Deep Learning, GCP, Kubernetes, NumPy, TensorFlow",https://example.com/job/299
300,Data Scientist - Senior,Data Scientist,Kolkata,PhonePe,"Communication, GCP, Linux, NLP, PyTorch, Tableau",https://example.com/job/300
301,Data Analyst - Junior,Data Analyst,Pune,PhonePe,"API, ETL, Pandas, R, SQL",https://example.com/job/301
302,ML Engineer - Senior,ML Engineer,Hyderabad,Accenture,"API, ETL, GCP, Kubernetes, R, Statistics",https://example.com/job/302
303,ML Engineer - Junior,ML Engineer,Bengaluru,Wipro,"Airflow, Docker, Linux, Power BI, SQL, Statistics",https://example.com/job/303
304,Data Scientist - Senior,Data Scientist,Noida,Deloitte,"Airflow, Communication, ETL, GCP, Hadoop, Machine Learning, Pandas, Tableau",https://example.com/job/304
305,Data Analyst,Data Analyst,Kolkata,Accenture,"Deep Learning, Linux, NLP, NumPy, R, Tableau",https://example.com/job/305
306,Data Scientist - Senior,Data Scientist,Kolkata,Swiggy,"Airflow, Pandas, Statistics, TensorFlow, scikit-learn",https://example.com/job/306
307,Data Scientist - Lead,Data Scientist,Hyderabad,Amazon,"API, Airflow, Git, NLP, Pandas",https://example.com/job/307
308,Business Analyst - Senior,Business Analyst,Chennai,Deloitte,"Airflow, Azure, Communication, Deep Learning, Excel, GCP, Pandas, SQL",https://example.com/job/308
309,Business Analyst - Senior,Business Analyst,Bengaluru,PhonePe,"A/B Testing, Hadoop, Linux, PyTorch, SQL, Spark, scikit-learn",https://example.com/job/309
310,Business Analyst - Senior,Business Analyst,Bengaluru,Wipro,"A/B Testing, Excel, Linux, Machine Learning, Spark, Statistics, scikit-learn",https://example.com/job/310
311,Data Analyst - Senior,Data Analyst,Pune,Wipro,"A/B Testing, GCP, NLP, NumPy, Power BI, R, TensorFlow",https://example.com/job/311
312,Business Analyst,Business Analyst,Bengaluru,Infosys,"A/B Testing, AWS, Azure, Deep Learning, Excel, R, Statistics, Tableau",https://example.com/job/312
313,ML Engineer - Junior,ML Engineer,Pune,Amazon,"A/B Testing, Communication, NLP, PyTorch, Python, SQL",https://example.com/job/313
314,ML Engineer - Senior,ML Engineer,Hyderabad,Deloitte,"Airflow, Excel, Kubernetes, SQL, Spark",https://example.com/job/314
315,Data Analyst,Data Analyst,Pune,Accenture,"AWS, Airflow, Azure, Hadoop, Pandas, Power BI, Tableau",https://example.com/job/315
316,Data Scientist - Senior,Data Scientist,Delhi,Infosys,"A/B Testing, API, Deep Learning, Machine Learning, Pandas, Python, Spark, Statistics, Tableau",https://example.com/job/316
317,Business Analyst,Business Analyst,Kolkata,Flipkart,"Data Visualization, Excel, NLP, Pandas, Statistics",https://example.com/job/317
318,Data Scientist - Senior,Data Scientist,Kolkata,Infosys,"Data Visualization, Deep Learning, Git, R, Statistics",https://example.com/job/318
319,Business Analyst - Junior,Business Analyst,Pune,Swiggy,"Linux, Machine Learning, Power BI, Python, Statistics, TensorFlow",https://example.com/job/319
320,Data Scientist - Senior,Data Scientist,Mumbai,Amazon,"Communication, Deep Learning, Linux, Machine Learning, Pandas",https://example.com/job/320
321,Data Analyst,Data Analyst,Kolkata,TCS,"A/B Testing, Data Visualization, Linux, Machine Learning, NLP, Power BI, Spark",https://example.com/job/321
322,Business Analyst - Junior,Business Analyst,Chennai,Amazon,"Deep Learning, ETL, Machine Learning, NumPy, Spark, Statistics",https://example.com/job/322
323,Business Analyst,Business Analyst,Kolkata,Freshworks,"A/B Testing, API, AWS, Data Visualization, Hadoop, NLP, Statistics, Tableau",https://example.com/job/323
324,Data Analyst - Senior,Data Analyst,Hyderabad,Accenture,"AWS, Communication, Deep Learning, GCP, Linux, NumPy, Power BI, Spark",https://example.com/job/324
325,ML Engineer,ML Engineer,Pune,Flipkart,"API, Deep Learning, Linux, Machine Learning, NLP, Pandas",https://example.com/job/325
326,ML Engineer - Junior,ML Engineer,Hyderabad,Deloitte,"Azure, Data Visualization, ETL, Excel, GCP, Pandas, PyTorch, Python, Spark",https://example.com/job/326
327,Business Analyst,Business Analyst,Chennai,Freshworks,"Airflow, Azure, Git, Kubernetes, NumPy, Pandas, Power BI, PyTorch, Python",https://example.com/job/327
328,Data Analyst - Senior,Data Analyst,Chennai,Flipkart,"API, Data Visualization, Kubernetes, Pandas, PyTorch, scikit-learn",https://example.com/job/328
329,ML Engineer,ML Engineer,Hyderabad,Amazon,"API, ETL, Git, Hadoop, Power BI, Tableau",https://example.com/job/329
330,BI Developer - Junior,BI Developer,Kolkata,Wipro,"A/B Testing, Airflow, Deep Learning, Excel, NLP, NumPy",https://example.com/job/330
331,BI Developer - Senior,BI Developer,Chennai,Deloitte,"API, AWS, Data Visualization, GCP, NLP, PyTorch, SQL",https://example.com/job/331
332,BI Developer,BI Developer,Kolkata,Swiggy,"Deep Learning, Docker, Git, PyTorch, R",https://example.com/job/332
333,BI Developer,BI Developer,Chennai,Deloitte,"A/B Testing, API, Communication, Kubernetes, R, Tableau, TensorFlow",https://example.com/job/333
334,Data Scientist - Junior,Data Scientist,Delhi,Flipkart,"Data Visualization, Git, Machine Learning, NumPy, Power BI, Python, Statistics",https://example.com/job/334
335,BI Developer - Junior,BI Developer,Chennai,Flipkart,"Docker, Git, Hadoop, Linux, PyTorch, R, Spark, TensorFlow",https://example.com/job/335
336,Data Scientist - Junior,Data Scientist,Delhi,Wipro,"Deep Learning, Git, Hadoop, Linux, Machine Learning, PyTorch, Statistics, TensorFlow",https://example.com/job/336
337,Data Scientist - Lead,Data Scientist,Hyderabad,Swiggy,"API, AWS, Excel, GCP, NumPy, Power BI, TensorFlow",https://example.com/job/337
338,Business Analyst - Senior,Business Analyst,Bengaluru,Freshworks,"A/B Testing, Docker, GCP, Machine Learning, NLP, Tableau, TensorFlow",https://example.com/job/338
339,ML Engineer - Junior,ML Engineer,Chennai,Deloitte,"AWS, Communication, Docker, ETL, Excel, GCP, Hadoop, Python",https://example.com/job/339
340,BI Developer - Lead,BI Developer,Hyderabad,Freshworks,"A/B Testing, API, Airflow, Azure, Deep Learning, NumPy, SQL",https://example.com/job/340
341,Data Analyst - Senior,Data Analyst,Hyderabad,Wipro,"A/B Testing, API, AWS, Deep Learning, Git, Machine Learning, NLP",https://example.com/job/341
342,Business Analyst,Business Analyst,Chennai,Swiggy,"Deep Learning, ETL, Hadoop, Kubernetes, Linux, Power BI, PyTorch, Tableau",https://example.com/job/342
343,Business Analyst,Business Analyst,Bengaluru,Infosys,"Azure, Deep Learning, Docker, Hadoop, Statistics",https://example.com/job/343
344,Business Analyst - Senior,Business Analyst,Mumbai,Accenture,"A/B Testing, Deep Learning, Hadoop, Kubernetes",https://example.com/job/344
345,ML Engineer - Senior,ML Engineer,Hyderabad,Flipkart,"Data Visualization, ETL, Pandas, SQL, scikit-learn",https://example.com/job/345
346,Data Analyst - Junior,Data Analyst,Pune,Amazon,"A/B Testing, API, Excel, GCP, Hadoop, Pandas, Python",https://example.com/job/346
347,ML Engineer - Junior,ML Engineer,Hyderabad,Swiggy,"Airflow, Python, Spark, Statistics, scikit-learn",https://example.com/job/347
348,Business Analyst - Senior,Business Analyst,Pune,Accenture,"Airflow, ETL, Git, Statistics, scikit-learn",https://example.com/job/348
349,Data Analyst - Senior,Data Analyst,Delhi,TCS,"API, AWS, ETL, SQL, scikit-learn",https://example.com/job/349
350,Data Analyst,Data Analyst,Chennai,PhonePe,"API, AWS, Azure, Deep Learning, Hadoop, Kubernetes, NLP, R",https://example.com/job/350
351,Business Analyst,Business Analyst,Bengaluru,Freshworks,"Communication, Deep Learning, GCP, Power BI, PyTorch, Tableau",https://example.com/job/351
352,ML Engineer - Lead,ML Engineer,Mumbai,Accenture,"A/B Testing, Kubernetes, Machine Learning, Python, SQL",https://example.com/job/352
353,Data Scientist - Junior,Data Scientist,Hyderabad,Freshworks,"Communication, Data Visualization, Docker, Pandas, Python, R",https://example.com/job/353
354,Business Analyst - Senior,Business Analyst,Pune,Freshworks,"Data Visualization, ETL, GCP, Git, Kubernetes, Power BI, PyTorch, R, TensorFlow",https://example.com/job/354
355,Data Analyst - Junior,Data Analyst,Pune,Wipro,"Git, Kubernetes, PyTorch, SQL, Spark, TensorFlow",https://example.com/job/355
356,Data Analyst,Data Analyst,Hyderabad,Accenture,"API, Communication, ETL, Hadoop, Machine Learning, NLP, Power BI, PyTorch, scikit-learn",https://example.com/job/356
357,Data Scientist - Senior,Data Scientist,Chennai,Wipro,"AWS, Pandas, Python, Statistics",https://example.com/job/357
358,Data Analyst - Junior,Data Analyst,Noida,Accenture,"Airflow, Data Visualization, Kubernetes, SQL, Spark, TensorFlow",https://example.com/job/358
359,Data Scientist - Senior,Data Scientist,Kolkata,Accenture,"AWS, Excel, GCP, Linux, Power BI, Statistics",https://example.com/job/359
360,BI Developer - Junior,BI Developer,Noida,Freshworks,"Azure, Communication, Deep Learning, R, Spark",https://example.com/job/360
361,Data Scientist,Data Scientist,Noida,Freshworks,"Git, Linux, NumPy, Pandas, R, Statistics, Tableau",https://example.com/job/361
362,ML Engineer - Junior,ML Engineer,Delhi,Accenture,"ETL, Git, R, SQL",https://example.com/job/362
363,Data Scientist - Junior,Data Scientist,Delhi,PhonePe,"A/B Testing, Excel, Linux, NLP, NumPy, Python, Tableau",https://example.com/job/363
364,Data Analyst - Senior,Data Analyst,Mumbai,PhonePe,"Excel, Hadoop, Kubernetes, Machine Learning, Tableau",https://example.com/job/364
365,Data Analyst - Junior,Data Analyst,Bengaluru,PhonePe,"Airflow, Communication, Data Visualization, Machine Learning, NLP, SQL",https://example.com/job/365
366,ML Engineer - Junior,ML Engineer,Chennai,PhonePe,"A/B Testing, ETL, GCP, Python",https://example.com/job/366
367,Data Analyst,Data Analyst,Delhi,Infosys,"Data Visualization, Deep Learning, Git, Hadoop, Kubernetes, NumPy, SQL",https://example.com/job/367
368,Business Analyst - Lead,Business Analyst,Hyderabad,Deloitte,"Data Visualization, Git, Machine Learning, Python, SQL, Tableau",https://example.com/job/368
369,Data Analyst,Data Analyst,Delhi,Swiggy,"A/B Testing, Git, Linux, Pandas, Python, R, SQL, Statistics",https://example.com/job/369
370,Data Analyst,Data Analyst,Mumbai,TCS,"API, Communication, GCP, NumPy, Power BI, PyTorch, SQL, TensorFlow",https://example.com/job/370
371,ML Engineer,ML Engineer,Mumbai,Freshworks,"A/B Testing, Azure, Docker, Git, NumPy, scikit-learn",https://example.com/job/371
372,Data Analyst - Senior,Data Analyst,Pune,PhonePe,"Kubernetes, Linux, Machine Learning, TensorFlow",https://example.com/job/372
373,Business Analyst - Senior,Business Analyst,Bengaluru,Infosys,"Azure, Docker, Excel, PyTorch, R",https://example.com/job/373
374,ML Engineer - Senior,ML Engineer,Mumbai,PhonePe,"Linux, NLP, NumPy, R",https://example.com/job/374
375,BI Developer - Senior,BI Developer,Bengaluru,Accenture,"Communication, Git, Linux, NumPy, Power BI, Python, scikit-learn",https://example.com/job/375
376,ML Engineer - Lead,ML Engineer,Mumbai,Flipkart,"API, Deep Learning, NumPy, Pandas, Python",https://example.com/job/376
377,BI Developer - Junior,BI Developer,Mumbai,Freshworks,"AWS, Airflow, Communication, SQL",https://example.com/job/377
378,Data Analyst - Junior,Data Analyst,Pune,Wipro,"Airflow, Communication, GCP, Hadoop, Kubernetes, Linux, NLP",https://example.com/job/378
379,Data Analyst - Lead,Data Analyst,Hyderabad,Flipkart,"Azure, Communication, Deep Learning, ETL, GCP, Linux, PyTorch, Python, SQL",https://example.com/job/379
380,Data Scientist - Senior,Data Scientist,Bengaluru,Amazon,"Deep Learning, Linux, NLP, Power BI, Python, Statistics, Tableau, scikit-learn",https://example.com/job/380
381,Data Scientist - Senior,Data Scientist,Kolkata,Swiggy,"AWS, Git, NLP, Pandas, SQL, Statistics",https://example.com/job/381
382,Data Analyst - Junior,Data Analyst,Hyderabad,Deloitte,"API, Communication, Docker, Excel, Machine Learning, PyTorch, Tableau",https://example.com/job/382
383,Business Analyst - Lead,Business Analyst,Pune,Wipro,"Excel, Hadoop, Machine Learning, NumPy, scikit-learn",https://example.com/job/383
384,ML Engineer - Senior,ML Engineer,Kolkata,Accenture,"A/B Testing, Docker, Kubernetes, NumPy",https://example.com/job/384
385,Business Analyst - Junior,Business Analyst,Kolkata,Infosys,"Docker, Excel, GCP, NLP, NumPy, Python",https://example.com/job/385
386,ML Engineer,ML Engineer,Bengaluru,Infosys,"Azure, GCP, Linux, NumPy, Power BI, R, Spark",https://example.com/job/386
387,Data Scientist - Junior,Data Scientist,Pune,Infosys,"AWS, Azure, Data Visualization, Git, Hadoop, Linux, Pandas, R, Spark",https://example.com/job/387
388,Data Analyst - Senior,Data Analyst,Delhi,PhonePe,"Docker, GCP, Linux, NumPy, Pandas, SQL",https://example.com/job/388
389,Data Scientist,Data Scientist,Bengaluru,Amazon,"Communication, Hadoop, Machine Learning, NumPy, SQL, Spark, scikit-learn",https://example.com/job/389
390,BI Developer,BI Developer,Kolkata,TCS,"Airflow, Data Visualization, NLP, NumPy, Spark",https://example.com/job/390
391,Data Scientist - Lead,Data Scientist,Chennai,TCS,"AWS, Docker, Linux, Pandas, Power BI, SQL, Statistics",https://example.com/job/391
